row_index,group_id,source_accuracy_rate,original_scenario,original_excuse,original_label,swapped_phrase,replacement_phrase,counterfactual_excuse,counterfactual_label,swapped_factor,swap_explanation,token_aligned,n_tokens_original,n_tokens_replacement,subtask,orig_pred,orig_ld,cf_pred,cf_ld,ld_gap,flipped,orig_correct,cf_correct,both_correct
13434,3358,1.0,Can you get me a glass of juice?,But you prefer grape juice to apple.,0,prefer,need,But you need grape juice to apple.,1,consent,"A preference is not a valid reason to refuse a simple request, but a medical need would justify not providing the alternative.",True,1,1,request,0,-1.625,0,-1.625,0.0,False,True,False,False
14691,3672,1.0,Aren't you supposed to walk the dog.,"No, because the dog is on the leash.",0,on,off,"No, because the dog is off the leash.",1,physical_impossibility,A leashed dog being already restrained does not justify not walking it; an unleashed dog creates a safety concern that could justify delay.,True,1,1,request,0,-3.0,0,-2.875,-0.125,False,True,False,False
5334,1333,1.0,Could you help me with my math homework?,But I helped you with your homework last week.,0,helped,saw,But I saw you with your homework last week.,1,prior_completion,Having previously helped creates a reasonable expectation of reciprocal help; merely seeing someone does not justify refusal.,True,2,2,request,0,-1.625,0,-2.0,0.375,False,True,False,False
7691,1922,1.0,Aren't you supposed to be picking up the kids?,No because they're staying overnight at their friend's place.,1,overnight,briefly,No because they're staying briefly at their friend's place.,0,prior_completion,"An overnight stay means pickup is not needed today, making the excuse valid; a brief stay does not eliminate the need for pickup.",True,2,2,request,1,1.625,1,0.75,0.875,False,True,False,False
5734,1433,1.0,Can you fire up the grill for dinner?,But it's only 6:30pm so the night is young.,0,young,old,But it's only 6:30pm so the night is old.,1,temporal_conflict,A young night suggests plenty of time remains and is not a valid excuse; a late/old night indicates time constraints that could justify delaying grilling.,True,1,1,request,0,-4.375,0,-4.0625,-0.3125,False,True,False,False
20232,517,1.0,Can you attend this group yoga class with me today?,But the class is after my work shift ends.,0,after,during,But the class is during my work shift ends.,1,temporal_conflict,A class after work ends is not a genuine conflict; a class during work creates a real scheduling impossibility.,True,1,1,request,0,-1.375,0,-0.625,-0.75,False,True,False,False
15546,3886,0.9,Aren't you supposed to work in your dad's shop tomorrow?,No because my dad gave me the day off,1,gave,asked,No because my dad asked me the day off,0,consent,Being given the day off by your employer is a valid reason to not work; merely being asked does not constitute permission to skip work.,True,2,2,request,1,1.625,1,0.5,1.125,False,True,False,False
8578,2144,1.0,Will you jump start my car in the morning?,"No, because my car is red.",0,red,broken,"No, because my car is broken.",1,physical_impossibility,"A car's color is irrelevant to jump-starting ability, but a broken car cannot provide the necessary power to jump-start another vehicle.",True,1,1,request,0,-3.125,0,-1.875,-1.25,False,True,False,False
13823,3455,1.0,Could you please cut the lawn today?,But the lawn mower ran out of gas.,1,out,in,But the lawn mower ran in gas.,0,physical_impossibility,A lawn mower running out of gas cannot operate; a lawn mower running in gas is nonsensical and does not prevent the task.,True,1,1,request,1,2.75,1,1.25,1.5,False,True,False,False
3889,972,1.0,Aren't you supposed to go put your pajamas on?,No because my Paw Patrol pajamas are my favorite,0,favorite,dirty,No because my Paw Patrol pajamas are my dirty,1,physical_impossibility,Pajamas being a favorite doesn't justify not wearing pajamas; pajamas being dirty makes them unavailable to wear.,True,1,1,request,0,-2.125,0,-2.75,0.625,False,True,False,False
8393,2098,0.9,Could you take me pumpkin picking?,But I hate the band Smashing Pumpkins.,0,band,activity,But I hate the activity Smashing Pumpkins.,1,intention,Hating a music band is unrelated to pumpkin picking and doesn't justify refusal; hating the activity itself provides a legitimate reason to decline.,True,1,1,request,0,-2.625,0,-2.375,-0.25,False,True,False,False
6338,1584,1.0,Aren't you supposed to dig up night crawlers for our fishing trip?,No because I don't like to eat worms.,0,eat,touch,No because I don't like to touch worms.,1,physical_impossibility,"Disliking touching worms is a reasonable impediment to digging them up; disliking eating them is not, since digging does not require consumption.",True,1,1,request,0,-2.0,0,-2.5,0.5,False,True,False,False
12911,3227,0.8,Could you weed the garden today?,But it's raining now and is supposed to rain for the rest of the day.,1,raining,cloudy,But it's cloudy now and is supposed to rain for the rest of the day.,0,physical_impossibility,Heavy rain makes weeding impossible or impractical; cloudiness alone does not prevent the task from being completed.,True,2,2,request,1,0.75,1,0.375,0.375,False,True,False,False
1894,473,1.0,Aren't you supposed to put up the dart board at the back of the bar?,No because I don't like to play darts,0,like,know,No because I don't know to play darts,1,role_obligation,Not liking darts is a personal preference that doesn't excuse a job duty; not knowing how to install equipment is a legitimate inability that justifies the refusal.,True,1,1,request,0,-2.75,0,-1.125,-1.625,False,True,False,False
17011,4252,1.0,Can you take this box up the stairs for me?,But this box has more than 200 books in it and I can't lift it.,1,can't,won't,But this box has more than 200 books in it and I won't lift it.,0,physical_impossibility,An inability to lift due to weight is a physical impossibility that justifies refusal; unwillingness is merely a choice and does not.,True,2,2,request,1,1.375,1,0.5,0.875,False,True,False,False
1546,386,1.0,Could you pick up my son from the airport on Wednesday night?,But your son doesn't like my husband,0,doesn't like,is allergic to,But your son is allergic to my husband,1,harm,A son not liking someone is a preference that doesn't justify refusing a ride; an allergy creates a genuine health risk that would justify refusal.,True,3,3,request,0,-2.5,0,-2.0,-0.5,False,True,False,False
12025,3006,1.0,Aren't you supposed to be moving out of your apartment today?,No because I just bought the entire apartment complex.,0,bought,viewed,No because I just viewed the entire apartment complex.,1,prior_completion,Buying the apartment complex gives ownership rights justifying non-compliance; merely viewing it does not change the obligation to move out.,True,2,2,request,0,-2.625,0,-3.375,0.75,False,True,False,False
4524,1131,0.9,Can you get me a tissue from the tissue box?,But I just got you an Advil.,0,Advil,tissue,But I just got you a tissue.,1,prior_completion,Getting an Advil is unrelated to the tissue request and doesn't justify refusal; getting a tissue makes the request redundant.,True,2,2,request,0,-1.375,0,-1.25,-0.125,False,True,False,False
8934,2233,1.0,Aren't you supposed to remove the bacon grease from the skillet?,No because I don't want bacon now.,0,want,have,No because I don't have bacon now.,1,prior_completion,Not wanting bacon is a preference that doesn't justify skipping cleanup; the bacon already being gone would make the task redundant and justify the refusal.,True,1,1,request,0,-3.25,0,-1.0,-2.25,False,True,False,False
19283,279,0.9,Could you cook dinner for tonight?,I made you a meal a few weeks ago.,0,weeks,minutes,I made you a meal a few minutes ago.,1,prior_completion,"A meal made weeks ago does not justify refusing to cook now, but a meal made just minutes ago makes cooking redundant.",True,1,1,request,0,-3.5625,0,-1.875,-1.6875,False,True,False,False
11201,2800,1.0,Aren't you supposed to finish your lesson plans?,No because my students don't care what I teach,0,don't,can't,No because my students can't care what I teach,1,physical_impossibility,"Students not caring is a choice and doesn't excuse lesson planning, but students being unable to care suggests a cognitive or physical barrier that might justify the excuse.",True,2,2,request,0,-3.9375,0,-3.375,-0.5625,False,True,False,False
14453,3613,1.0,Could you pick my clothes from the dry cleaners?,But you never wear clothes.,0,never,always,But you always wear clothes.,1,redundancy,"If someone never wears clothes, picking them up is unnecessary; if they always wear clothes, it becomes a reasonable justification for retrieving them.",True,1,1,request,0,-2.0,0,-2.875,0.875,False,True,False,False
6955,1738,1.0,Could you give me a ride to the airport?,"I could give you a ride to the airport, but you live nearly a block from me.",0,block,mile,"I could give you a ride to the airport, but you live nearly a mile from me.",1,resource_availability,Living a block away is negligible distance that doesn't justify refusing; living a mile away represents significant resource drain in time and fuel.,True,1,1,request,0,-1.875,0,-2.125,0.25,False,True,False,False
19559,348,0.9,Aren't you supposed to take your aunt to the doctor tomorrow afternoon?,No because I am taking her to the doctor tomorrow morning,1,morning,evening,No because I am taking her to the doctor tomorrow evening,0,temporal_conflict,Taking her in the morning resolves the afternoon obligation through prior completion; taking her in the evening creates a temporal conflict rather than fulfilling the request.,True,2,2,request,1,0.625,1,0.25,0.375,False,True,False,False
10922,2730,0.9,Aren't you supposed to wash your suit?,No because the label says to dry clean only.,1,dry,hand,No because the label says to hand clean only.,0,role_obligation,A dry-clean-only label is a legitimate manufacturer instruction that justifies not washing; hand-cleaning is something the person could reasonably do themselves.,True,1,1,request,1,1.25,1,1.375,-0.125,False,True,False,False
15195,3798,0.9,Aren't you supposed to go grocery shopping this morning?,"No, because I had my money on me.",0,had,lost,"No, because I lost my money on me.",1,resource_availability,"Having money enables grocery shopping, so it's not a valid excuse to skip it; losing money prevents the shopping and becomes a justified reason not to go.",True,1,1,request,0,-1.75,0,-0.5,-1.25,False,True,False,False
1351,337,1.0,Could you put the baby down for a nap?,But the baby is already asleep.,1,asleep,awake,But the baby is awake.,0,redundancy,"A baby already asleep makes the request redundant; an awake baby actually needs to be put down, so this excuse fails.",True,2,2,request,1,1.875,1,1.5,0.375,False,True,False,False
18302,34,1.0,Aren't you supposed to be taking the dog to the veterinarian?,"No because the dog went to the veterinarian a year ago, he'll be okay.",0,year,week,"No because the dog went to the veterinarian a week ago, he'll be okay.",1,prior_completion,"A vet visit a week ago is recent enough to justify skipping today's appointment, whereas a year ago is too long and does not excuse the current obligation.",True,1,1,request,0,-6.25,0,-4.0625,-2.1875,False,True,False,False
20261,524,1.0,Can you brush your teeth before we leave the house?,"But I brushed my teeth last night, that should be good enough.",0,last night,this morning,"But I brushed my teeth this morning, that should be good enough.",1,prior_completion,Brushing teeth this morning before leaving makes it recently completed and reasonable; brushing last night is too long ago to justify skipping it before leaving.,True,2,2,request,0,-4.9375,0,-4.75,-0.1875,False,True,False,False
14631,3657,1.0,Could you wash the makeup off of your face?,But I think it looks pretty,0,pretty,permanent,But I think it looks permanent,1,physical_impossibility,Thinking makeup looks aesthetically pleasing is not a valid reason to refuse washing it off; believing it is permanent would constitute a genuine misunderstanding that justifies non-compliance.,True,1,1,request,0,-3.375,0,-3.125,-0.25,False,True,False,False
2778,694,0.9,Aren't you supposed to plan the party?,I was out of town last month.,0,last month,next month,I will be out of town next month.,1,temporal_conflict,"Being out of town in the past does not excuse present party planning responsibilities, but being unavailable during the planned party timing would justify the excuse.",True,2,2,request,0,-0.25,0,-0.625,0.375,False,True,False,False
11679,2919,1.0,Aren't you supposed to wash the dishes?,No because I washed the dishes last month.,0,last month,yesterday,No because I washed the dishes yesterday.,1,prior_completion,"Washing dishes a month ago is not a valid excuse to avoid washing them today, but washing them yesterday provides a stronger claim of recent prior completion.",True,2,2,request,0,-4.9375,0,-1.0,-3.9375,False,True,False,False
12664,3166,1.0,Aren't you supposed to be on a vegan diet?,No because it was making me feel sick.,1,sick,tired,No because it was making me feel tired.,0,harm,Feeling sick from a diet is a health concern that justifies stopping; feeling tired is a minor inconvenience that does not.,True,2,2,request,1,3.625,1,2.375,1.25,False,True,False,False
5146,1286,1.0,Could you vacuum the house now?,But the vacuum cleaner isn't working right now.,1,working,available,But the vacuum cleaner isn't available right now.,0,physical_impossibility,A non-working vacuum physically prevents vacuuming; an unavailable one could theoretically be replaced with an alternative method.,True,1,1,request,1,1.875,1,1.25,0.625,False,True,False,False
10343,2585,0.9,Could you come play chess with me?,"No, because the chess pieces are on the table.",0,on,missing,"No, because the chess pieces are missing from the table.",1,physical_impossibility,Chess pieces being on the table enables play and doesn't justify refusal; missing pieces make playing impossible.,True,1,1,request,0,-1.25,0,0.0,-1.25,False,True,False,False
20994,707,0.9,Could you go get a haircut because your hair is too long?,But I got a haircut a year ago.,0,year,week,But I got a haircut a week ago.,1,prior_completion,A haircut from a week ago is recent enough to justify not getting another one; a haircut from a year ago is stale and does not excuse the current request.,True,1,1,request,0,-2.375,0,-1.75,-0.625,False,True,False,False
17680,4420,1.0,Aren't you supposed to get the gym ready for the school dance?,No because the student body is doing it this year instead of the faculty.,1,instead,along,No because the student body is doing it this year along with the faculty.,0,delegation,"When others are doing the task 'instead of' you, delegation justifies non-compliance; but doing it 'along with' others means you still share the responsibility.",True,1,1,request,1,1.0,1,0.5,0.5,False,True,False,False
20255,522,1.0,Can you give me your honest review of this TV show?,But this show features animated cartoons.,0,animated,violent,But this show features violent cartoons.,1,harm,The animated format alone does not justify refusing to review; violent content could represent a legitimate concern that justifies declining.,True,1,1,request,0,-1.625,0,-1.375,-0.25,False,True,False,False
2101,525,1.0,Can you bring our son to the local park?,But our son is 5 years old.,0,5,2,But our son is 2 years old.,1,physical_impossibility,"A 5-year-old can safely be brought to a park, but a 2-year-old may be too young and require constant supervision, making it physically difficult.",True,1,1,request,0,-1.75,0,-1.625,-0.125,False,True,False,False
2460,615,1.0,Could you let me borrow your phone so I can call my mom?,But I don't like your mom,0,mom,phone,But I don't like your phone,1,resource_availability,Disliking someone's phone is a valid reason not to lend it; disliking someone's mom is not a valid reason to refuse helping them call her.,True,1,1,request,0,-4.5,0,-4.25,-0.25,False,True,False,False
18863,174,0.8,Aren't you supposed to clean out the fridge?,No because I cleaned it out yesterday.,1,yesterday,last month,No because I cleaned it out last month.,0,redundancy,Cleaning the fridge yesterday makes today's task redundant; cleaning it last month does not justify avoiding cleaning it now.,True,2,2,request,1,1.25,1,1.0,0.25,False,True,False,False
11798,2949,1.0,Aren't you supposed to be in Toronto?,No because I hate polite people.,0,hate,fear,No because I fear polite people.,1,harm,Hating polite people is a preference that doesn't justify non-compliance; fearing them suggests a legitimate safety or harm concern that could justify it.,True,2,2,request,0,-5.0625,0,-3.8125,-1.25,False,True,False,False
9663,2415,1.0,Could you make sure to wash your hands properly?,But I forgot what the time spent should be.,0,forgot,know,But I know what the time spent should be.,1,prior_completion,Forgetting proper handwashing technique is not a valid excuse to skip it; knowing the technique makes compliance fully possible and removes any barrier.,True,1,1,request,0,-1.375,0,-1.875,0.5,False,True,False,False
6910,1727,0.9,Can you turn on all the lights for the house?,But I like it when it's dark,0,like,cannot,But I cannot see it when it's dark,1,physical_impossibility,"A personal preference does not justify refusing a reasonable request, but physical inability to see justifies it.",True,1,1,request,0,-4.25,0,-0.625,-3.625,False,True,False,False
5413,1353,1.0,Aren't you supposed to child proof the house before the baby is born?,But I don't want to put up my knife collection or my priceless oriental vases,0,want,able,But I'm not able to put up my knife collection or my priceless oriental vases,1,physical_impossibility,Personal preference does not justify neglecting child safety; physical inability would provide a legitimate constraint.,True,1,1,request,0,-2.75,0,-1.75,-1.0,False,True,False,False
1233,308,1.0,Aren't you supposed to be in class?,No because they cancelled it.,1,cancelled,scheduled,No because they scheduled it.,0,prior_completion,A cancelled class justifies absence; a scheduled class does not.,True,1,1,request,1,2.5,1,0.375,2.125,False,True,False,False
18087,4521,0.9,Shouldn't you pick up the brass casings at the shooting range?,"No, because I have a gun.",0,gun,permit,"No, because I have a permit.",1,role_obligation,"Possessing a gun does not justify not cleaning up after yourself; having a permit could suggest authorization to leave the range as-is, making it a potential justification.",True,1,1,request,0,-1.875,0,-1.625,-0.25,False,True,False,False
17962,4490,0.8,Aren't you supposed to going to the psychiatrist today?,No because my psychiatrist retired last week.,1,retired,rescheduled,No because my psychiatrist rescheduled last week.,0,prior_completion,A psychiatrist retiring eliminates the appointment entirely; rescheduling does not excuse missing the appointment today.,True,2,2,request,1,0.375,1,2.375,-2.0,False,True,False,False
20891,681,1.0,Could you please cut the grass?,"No, because I cut it last month.",0,last,next,"No, because I cut it next month.",1,temporal_conflict,Cutting grass last month is not a valid excuse since grass regrows; planning to cut it next month creates a legitimate temporal conflict with the current request.,True,1,1,request,0,-1.375,0,-1.875,0.5,False,True,False,False
3852,963,0.9,Aren't you supposed to return to school in the fall?,No because the school is closed because of Corona Virus.,1,closed,far,No because the school is far because of Corona Virus.,0,physical_impossibility,"A closed school physically prevents attendance; a far school does not make returning impossible, only inconvenient.",True,1,1,request,1,1.75,1,0.625,1.125,False,True,False,False
4534,1133,0.9,"Could you please sing your part louder, I can barely hear you.",But you are speaking too quietly and singing softly.,0,too,not,But you are speaking not quietly and singing softly.,1,prior_completion,Claiming the requester speaks too quietly deflects blame; claiming they don't speak quietly removes the excuse by acknowledging normal conditions.,True,1,1,request,0,-1.625,0,-1.125,-0.5,False,True,False,False
7436,1859,0.9,Could you bring some coffee to the meeting tonight?,But the meeting is at the First Baptist Church,0,Church,bar,But the meeting is at the First Baptist bar,1,role_obligation,A church setting aligns with the organization's values and role expectations for appropriate conduct; a bar setting conflicts with Baptist principles and provides legitimate grounds for declining.,True,1,1,request,0,-1.375,0,-2.125,0.75,False,True,False,False
19440,319,1.0,Could you meet me for lunch at that fancy new French restaurant tomorrow?,But I don't know how to speak French,0,French,English,But I don't know how to speak English,1,physical_impossibility,Not knowing French is not a barrier to attending lunch at a French restaurant; not knowing English would make basic communication impossible.,True,1,1,request,0,-1.875,0,-3.0,1.125,False,True,False,False
21648,871,0.9,Could you check the oil in my car?,But you can take your car to a mechanic,0,can,cannot,But you cannot take your car to a mechanic,1,delegation,Being able to delegate the task to a mechanic is not a valid reason to refuse; being unable to do so would be a reasonable justification.,True,1,1,request,0,-1.5,0,-1.5,0.0,False,True,False,False
19790,406,0.9,Can you pick up a pizza for dinner?,But the pizza shop always takes 10 minutes to make the order.,0,10,120,But the pizza shop always takes 120 minutes to make the order.,1,temporal_conflict,A 10-minute wait is a minor inconvenience that doesn't justify refusal; a 120-minute wait creates a significant temporal conflict that could reasonably prevent completing the task.,True,1,1,request,0,-0.75,0,-1.25,0.5,False,True,False,False
9861,2465,1.0,Can you pick up some milk from the grocery store?,"I do not like milk, so I am not getting any for you.",0,like,have,"I do not have milk, so I am not getting any for you.",1,resource_availability,"Personal dislike is not a reasonable justification for refusal, but lacking milk due to resource unavailability is.",True,1,1,request,0,-3.75,0,-1.125,-2.625,False,True,False,False
17368,4342,0.9,Can you add some salt to my meal?,But you're eating spaghetti.,0,spaghetti,bland,But you're eating bland.,1,redundancy,"The food type itself doesn't justify refusing salt, but the food being bland would make adding salt a reasonable request that the excuse now supports.",True,2,2,request,0,-1.5,0,-1.25,-0.25,False,True,False,False
5149,1287,0.9,Aren't you supposed to put the clean dishes away?,No because there aren't any clean dishes to put away.,1,clean,dirty,No because there aren't any dirty dishes to put away.,0,redundancy,The absence of clean dishes makes the task redundant; the absence of dirty dishes does not justify avoiding putting away clean dishes.,True,1,1,request,1,2.625,1,1.875,0.75,False,True,False,False
1141,285,0.9,Aren't you supposed to fasten your seat-belts now?,But the plane is about to take off.,0,about,already,But the plane is already taking off.,1,temporal_conflict,"When the plane is merely about to take off, fastening seat-belts is still possible; when it is already taking off, fastening them creates a dangerous temporal conflict.",True,1,1,request,0,-1.125,0,-1.125,0.0,False,True,False,False
17874,4468,0.9,Could you put some sunscreen on my back?,"No, because the sun is hot.",0,hot,gone,"No, because the sun is gone.",1,physical_impossibility,"The sun being hot does not prevent applying sunscreen, but the sun being gone would eliminate the need for it, making refusal reasonable.",True,1,1,request,0,-1.125,0,-2.875,1.75,False,True,False,False
5312,1328,1.0,Aren't you supposed to working at the convenient store?,No because they fired me last week.,1,fired,hired,No because they hired me last week.,0,prior_completion,"Being fired terminates the employment obligation; being hired creates one, making the excuse invalid.",True,2,2,request,1,2.125,1,0.375,1.75,False,True,False,False
11832,2958,0.9,Could you give my dog a hair cut?,But your dog smells terrible,0,smells,bites,But your dog bites,1,harm,A dog smelling bad is not a reasonable excuse to refuse grooming; a dog that bites presents a genuine physical danger that justifies refusal.,True,2,2,request,0,-2.625,0,-0.875,-1.75,False,True,False,False
7167,1791,1.0,Aren't you supposed to have your parents met your girlfriend?,No because my girlfriend is really a boy.,0,is,was,No because my girlfriend was really a boy.,1,prior_completion,"Using 'was' suggests a past transition that has already occurred, making it a reasonable explanation for not yet having introduced them; 'is' describes a current state that doesn't excuse the lack of introduction.",True,1,1,request,0,-0.75,0,-0.625,-0.125,False,True,False,False
12239,3059,1.0,Aren't you supposed to buy a new Apple computer?,No because they were way out of my price range.,1,out,in,No because they were way in of my price range.,0,resource_availability,Being outside one's price range is a valid financial constraint; being within one's price range removes this resource constraint.,True,1,1,request,1,1.5,1,0.875,0.625,False,True,False,False
21744,895,1.0,Shouldn't you pay for car insurance?,But I'm a really careful driver.,0,careful,poor,But I'm a really poor driver.,1,harm,Being a careful driver does not justify skipping insurance; being a poor driver creates greater risk and would justify prioritizing insurance.,True,2,2,request,0,-3.5625,0,-1.5,-2.0625,False,True,False,False
6443,1610,1.0,Aren't you supposed to ride your horse today?,No because I am waiting for my new saddle to arrive.,1,new,broken,No because I am waiting for my broken saddle to arrive.,0,prior_completion,Waiting for a new saddle justifies postponement; waiting for a broken saddle to arrive makes no sense and does not justify non-compliance.,True,1,1,request,1,1.875,1,2.75,-0.875,False,True,False,False
12697,3174,1.0,Can you attend our daughter's holiday concert at school tonight?,But she didn't get a solo.,0,didn't,can't,But she can't get a solo.,1,physical_impossibility,Not having a solo is a preference-based disappointment that doesn't justify missing the concert; being unable to perform one suggests a legitimate constraint on participation.,True,2,2,request,0,-2.125,0,-2.375,0.25,False,True,False,False
3518,879,0.9,Aren't you supposed to take a shower?,"No, because the soap is in the shower.",0,soap,water,"No, because the water is in the shower.",1,physical_impossibility,The soap being in the shower is not a reason to skip showering; the absence of water would make showering physically impossible.,True,1,1,request,0,-1.0,0,-1.5,0.5,False,True,False,False
6062,1515,1.0,Could you empty out the dishwasher?,"I would, but emptiness of any kind makes me sad so I can't.",0,emptiness,violence,"I would, but violence of any kind makes me sad so I can't.",1,harm,Exposure to violence represents genuine harm that could justify refusing a task; sadness from emptiness is not a reasonable excuse for avoiding a simple chore.,True,2,2,request,0,-5.6875,0,-3.4375,-2.25,False,True,False,False
13962,3490,1.0,Aren't you supposed to do employee evaluations on your employees tomorrow?,No because I don't feel like doing the evaluations,0,feel like,have permission,No because I don't have permission doing the evaluations,1,consent,Lacking motivation is not a valid excuse for avoiding a job duty; lacking permission from authority would justify non-compliance.,True,2,2,request,0,-5.0625,0,-0.5,-4.5625,False,True,False,False
6415,1603,1.0,Could you please return my wallet?,But there was fifty dollars in your wallet.,0,was,is,But there is fifty dollars in your wallet.,1,prior_completion,"Claiming the money 'was' in the wallet suggests it's already been returned or removed, which doesn't justify keeping it; claiming it 'is' there provides a false excuse that the wallet hasn't been properly handled yet.",True,1,1,request,0,-1.625,0,-0.875,-0.75,False,True,False,False
14432,3608,0.9,Can you buy some nectarines at the farmer's market?,But the nectarines cost 99 cents a pound.,0,cost,sold,But the nectarines are sold out.,1,resource_availability,The price of nectarines is not a valid reason to refuse; unavailability of the product is a legitimate obstacle.,True,1,1,request,0,-1.125,0,0.0,-1.125,False,True,False,False
12942,3235,0.9,Can you give me a kiss before you head to work?,But my office is far away.,0,far,closed,But my office is closed.,1,prior_completion,"Distance to the office does not justify refusing a quick kiss; the office being closed makes going to work impossible, providing a legitimate reason.",True,1,1,request,0,-2.125,0,-2.5,0.375,False,True,False,False
3479,869,0.8,Could you please pass me the salt?,No because the salt shaker is completely empty.,1,empty,full,No because the salt shaker is completely full.,0,resource_availability,An empty salt shaker prevents passing salt; a full one does not justify refusal.,True,1,1,request,1,1.0,1,0.375,0.625,False,True,False,False
19628,366,1.0,Can you help our son with his homework assignment?,But he's in second grade so he should know all the answers.,0,should,might,But he's in second grade so he might know all the answers.,1,prior_completion,Saying he 'should' know suggests capability and that help is unnecessary; saying he 'might' know acknowledges uncertainty and supports the excuse that he needs assistance.,True,1,1,request,0,-4.1875,0,-3.0,-1.1875,False,True,False,False
10983,2745,0.9,Can you give our daughter a bath tonight?,But she took a bath a week ago.,0,week,minute,But she took a bath a minute ago.,1,redundancy,A bath taken a minute ago makes another bath redundant; a bath from a week ago does not justify skipping one.,True,1,1,request,0,-2.125,0,-2.75,0.625,False,True,False,False
20981,704,0.9,Can you make a chicken pot pie for dinner tonight?,But I want to have fruit for dessert.,0,want,need,But I need to have fruit for dessert.,1,prior_completion,Wanting fruit is a preference that doesn't justify refusing to cook; needing fruit due to a dietary requirement or allergy would be a legitimate constraint.,True,1,1,request,0,-3.25,0,-3.125,-0.125,False,True,False,False
18812,162,0.9,Aren't you supposed to clean out the gutters for your dad?,No because he has the gutters cleaned out every summer,0,summer,year,No because he has the gutters cleaned out every year,1,redundancy,Gutters cleaned every summer makes the task seasonally redundant; gutters cleaned every year eliminates redundancy as a valid excuse.,True,1,1,request,0,-0.125,0,-0.25,0.125,False,True,False,False
8265,2066,1.0,Can you water my plants while I'm away?,But I don't like walking.,0,like,can,But I can't walk.,1,physical_impossibility,Disliking walking is a preference and not a valid excuse; being unable to walk is a physical impossibility that justifies refusal.,True,1,1,request,0,-3.75,0,-1.375,-2.375,False,True,False,False
1956,489,1.0,Could you answer the phone for me please?,But I don't know your phone number.,0,number,voice,But I don't know your voice.,1,physical_impossibility,"Not knowing a phone number doesn't prevent answering a phone call, but not recognizing someone's voice could justify hesitation to answer on their behalf.",True,1,1,request,0,-2.125,0,-1.5,-0.625,False,True,False,False
16616,4154,1.0,Aren't you supposed to make your daughter a princess costume for the school play?,No because I never took Home Ec in high school,0,never,always,No because I always took Home Ec in high school,1,prior_completion,Having never taken Home Ec is not a valid excuse since costume-making doesn't require formal training; having always taken it suggests prior skill and makes the excuse more plausible.,True,1,1,request,0,-2.125,0,-2.375,0.25,False,True,False,False
18013,4503,1.0,Can you pick up some Boston Market for dinner?,But one of the sides you can get at Boston Market is mac and cheese.,0,can,cannot,But one of the sides you cannot get at Boston Market is mac and cheese.,1,resource_availability,"If mac and cheese is available at Boston Market, that's not a reason to refuse; if it's unavailable, that becomes a legitimate constraint on fulfilling the request.",True,1,1,request,0,-1.875,0,-1.625,-0.25,False,True,False,False
4488,1122,1.0,Could you do my laundry for me this afternoon?,But our laundry machine is broken.,1,broken,full,But our laundry machine is full.,0,physical_impossibility,A broken machine physically prevents laundry from being done; a full machine is merely inconvenient and laundry can still be done by hand or waiting.,True,1,1,request,1,2.125,1,0.875,1.25,False,True,False,False
10450,2612,1.0,Aren't you supposed to put that in the refrigerator?,No because the fridge is broken.,1,broken,full,No because the fridge is full.,0,physical_impossibility,A broken fridge physically prevents food storage; a full fridge still allows items to be stored if space is made or prioritized.,True,1,1,request,1,3.0,1,0.625,2.375,False,True,False,False
13624,3406,0.9,Can you give me an order of French fries?,But you ordered a hamburger.,0,hamburger,fries,But you ordered fries.,1,redundancy,Ordering a hamburger does not justify refusing to give fries; but ordering fries makes giving fries redundant.,True,2,2,request,0,-1.375,0,-1.0,-0.375,False,True,False,False
13269,3317,1.0,Could you print out this paper for me?,But the printer is out of ink.,1,ink,paper,But the printer is out of paper.,0,resource_availability,"A printer out of ink cannot print, making the excuse valid; a printer out of paper can still print if ink is available, so this excuse would be invalid.",True,1,1,request,1,1.0,1,0.875,0.125,False,True,False,False
20879,678,0.9,Aren't you supposed to pay the phone bill today?,No because the phone bill is on the table.,0,is,paid,No because the phone bill paid on the table.,1,prior_completion,The bill being on the table is not a reason to skip payment; the bill being already paid would be a valid reason.,True,1,1,request,0,-1.625,0,0.0,-1.625,False,True,False,False
3266,816,1.0,Will you dig a hole in the front yard to plant a tree?,"No, the shovel might give me a splinter.",0,splinter,infection,"No, the shovel might give me an infection.",1,harm,A splinter is a minor injury that doesn't justify refusal; an infection is a serious health risk that reasonably justifies declining the task.,True,2,2,request,0,-2.75,0,-2.0,-0.75,False,True,False,False
19110,236,1.0,Aren't you supposed to be carpooling?,But global warming is a hoax.,0,hoax,concern,But global warming is a concern.,1,intention,Denying global warming provides no valid reason to skip carpooling; acknowledging it as a legitimate concern justifies the environmental action.,True,2,2,request,0,-4.9375,0,-1.875,-3.0625,False,True,False,False
14508,3627,0.9,Can you put some cheese on a cracker for me?,But we only have sharp cheddar.,0,have,lack,But we only lack sharp cheddar.,1,resource_availability,Having only sharp cheddar is not a valid excuse since the task is still possible; lacking cheese entirely prevents completing the request.,True,1,1,request,0,-1.0,0,-1.625,0.625,False,True,False,False
19941,444,0.9,Aren't you supposed to get dressed for the party?,No because I have a fever and want to stay home.,1,fever,headache,No because I have a headache and want to stay home.,0,physical_impossibility,A fever is a serious illness that justifies staying home; a headache is typically not severe enough to prevent attending a party.,True,2,2,request,1,1.875,1,0.625,1.25,False,True,False,False
